"HABITAT_ASSESMENT_ID","HABITAT_SITE_ID","HABITAT_SITE_COMMON_NAME","HABITAT_ASSESMENT_DATE","HABITAT_ASSESMENT_TIME","ASSESMENT_EMPLOYEE_ID","ASSESMENT_EMPLOYEE_NAME","RBA","STREAM_DEPTH","STREAM_WIDTH","STREAM_FLOW","VELOCITY_DEPTH","EPIFAUNAL","EMBEDDEDNESS","SEDIMENT_DEPOSITION","CHANNEL_FLOW","CHANNEL_ALTERED","CHANNEL_SINUOSITY","FREQUENCY_RIFFLES","POOL_VARIABILITY","POOL_SUBSTRATE","BANK_VEG_LT","BANK_VEG_RT","BANK_STABILITY_LT","BANK_STABILITY_RT","RIPARIAN_VEG_LT","RIPARIAN_VEG_RT","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","ROWID"
"534","","raw a","2006-03-28 00:00:00","1899-12-30 14:28:00","","Cathy Matthews","NO ",".50","40.00","","1","2","0","12","17","0","0","0","0","0","1","1","10","10","1","1","Concrete channel","","","","{AFA226C4-470A-4E42-94A3-E326BB7B957F}"
"535","","far a","2006-03-28 00:00:00","1899-12-30 14:08:00","","Cathy Matthews","NO ","2.00","35.00","","7","9","12","7","17","11","7","2","13","7","6","4","4","7","3","1","Right bank is concrete  in park.  site is far aa, not far a.","","","","{C35E482E-F4C1-492F-B8F5-D1400A0FC235}"
"536","","whc c","2006-04-18 00:00:00","1899-12-30 11:52:00","","Cathy Matthews","YES","1.50","20.00","","13","12","9","7","14","8","2","13","12","8","5","2","6","10","4","2","Roght bank is concrete.  Creek has more silted areas than last year.","","","","{67369F5D-BD40-474B-B8AD-0E180BC33C86}"
"537","","flo a","2006-04-18 00:00:00","1899-12-30 09:53:00","","Cathy Matthews","YES",".75","15.00","","8","10","17","14","14","13","8","18","8","4","5","5","4","4","4","5","","","","","{442A0A5D-CEB2-4A3E-BE41-3F1DA1CA4A2E}"
"538","","cot a","2006-04-17 00:00:00","1899-12-30 11:55:00","","Cathy Matthews","NO ","1.50","20.00","","2","11","3","6","8","11","7","7","7","11","4","4","5","5","2","2","","","","","{FEA118DE-A7F1-4E52-A1F7-21B910507738}"
"539","","mck a","2006-04-17 00:00:00","1899-12-30 09:57:00","","Cathy Matthews","YES","1.00","20.00","","17","18","14","14","14","13","7","14","15","18","8","7","6","6","1","1","At preston country club","","","","{B12C273C-4025-46B1-B6C4-AF0C56ABE7E8}"
"540","","joe c","2006-04-12 00:00:00","1899-12-30 13:43:00","","Cathy Matthews","YES","1.00","12.00","","15","11","19","18","19","10","9","17","14","16","3","4","9","9","3","3","","","","","{25C4A237-EFFB-4881-95D1-1A9F20D5CD1C}"
"541","","cac a","2006-04-12 00:00:00","1899-12-30 11:22:00","","Cathy Matthews","YES","2.00","4.00","","6","12","15","18","14","11","8","0","6","11","9","8","8","6","5","7","Algae growth is quite evident","","","","{CDD742E6-02B4-4D7D-992C-261B176AC728}"
"542","","wjo a","2006-04-12 00:00:00","1899-12-30 10:38:00","","Cathy Matthews","NO ","","22.00","","2","10","9","19","17","7","1","2","12","13","8","6","7","7","3","5","","","","","{512745D7-2BF9-44AA-8654-CAC412EE662B}"
"543","","wil a","2006-04-25 00:00:00","1899-12-30 10:15:00","","Cathy Matthews","NO ","20.00","20.00","","2","7","7","8","18","7","2","2","2","8","1","0","3","3","1","1","Back water area of white rock lake, in park","","","","{E79FA725-3159-4DD9-95DF-2DD7D159534C}"
"544","","mcc a","2006-04-25 00:00:00","1899-12-30 09:58:00","","Cathy Matthews","NO ","2.00","25.00","","2","6","7","7","18","8","2","1","2","2","3","3","4","4","1","1","Back water area of white rock lake","","","","{38ABDDC1-A618-4371-8730-554BFEC5A994}"
"545","","ceb a","2006-05-03 00:00:00","1899-12-30 13:48:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Intermittent flow-no samples collected","","","","{6010A1BD-0DC3-497E-8AB1-1F8B28EDAC82}"
"546","","tro a","2006-05-03 00:00:00","1899-12-30 13:19:00","","Cathy Matthews","NO ","1.50","3.00","","8","5","12","19","8","12","7","7","6","6","6","6","5","3","4","2","","","","","{F8AFEE64-1C4B-4641-885D-BC40AFFD150B}"
"547","","bab b","2006-05-03 00:00:00","1899-12-30 10:08:00","","Cathy Matthews","YES","1.00","10.00","","14","7","19","18","14","5","4","6","10","16","4","7","10","10","2","4","Flow has been channelized","","","","{FF25A8F1-1F57-4034-B532-58B931EE6548}"
"548","","jac a","2006-04-27 00:00:00","1899-12-30 13:12:00","","Cathy Matthews","YES","1.00","30.00","","13","5","15","12","14","12","7","6","8","8","6","6","6","6","1","1","","","","","{CAE17547-941A-4F09-84A4-4FF195888030}"
"549","","lon a","2006-04-27 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","NO ",".75","15.00","","8","6","7","13","8","7","6","6","5","17","7","1","5","9","4","1","Concrete riprap channel","","","","{9DCB9B08-6E26-414C-B52E-20843354A49C}"
"550","","lit a","2006-05-17 00:00:00","1899-12-30 15:20:00","","Cathy Matthews","NO ",".50","5.00","","9","7","15","11","14","12","8","13","3","4","7","7","6","6","2","2","","","","","{09CE2263-E8A7-4247-B90F-23DB78E3CEEC}"
"551","","hon a","2006-05-17 00:00:00","1899-12-30 14:34:00","","Cathy Matthews","NO ","1.50","10.00","","8","13","10","10","13","10","7","3","8","17","7","6","6","3","2","1","","","","","{016BD599-7FBD-4817-AA22-B9C91E51EF3E}"
"552","","smc c","2006-05-15 00:00:00","1899-12-30 14:01:00","","Cathy Matthews","YES","2.00","30.00","","11","7","10","7","13","12","7","7","9","6","2","2","3","3","2","2","","","","","{DDE523F4-31CF-4BDE-AC16-280929078B75}"
"553","","smc b","2006-05-15 00:00:00","1899-12-30 12:36:00","","Cathy Matthews","YES","1.50","20.00","","3","7","7","6","12","7","7","2","8","7","1","1","1","1","1","1","Creek is much shallower than last year; lots of deposition.","","","","{817D469E-F793-47A0-9AB8-E005F4C2F2EE}"
"554","","smc a","2006-05-15 00:00:00","1899-12-30 10:37:00","","Cathy Matthews","YES",".50","15.00","","13","12","10","11","14","12","7","7","10","17","5","5","7","7","2","2","In hodge park.","","","","{1096CAC8-C48B-49BB-9386-4193A267499E}"
"555","","moc b","2006-05-11 00:00:00","1899-12-30 12:11:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Non wadeable site , hester dendys","","","","{0616DD3B-2602-47B9-8043-180379A3C979}"
"556","","whc a","2006-05-11 00:00:00","1899-12-30 10:17:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Non wadeable site.","","","","{9FA6EEE9-5B75-4C6E-93D4-30E71A8394B1}"
"557","","ash a","2006-05-10 00:00:00","1899-12-30 15:43:00","","Cathy Matthews","NO ","2.00","25.00","","6","6","10","12","19","8","6","2","3","12","9","9","7","7","4","4","","","","","{945C1162-7F9A-4345-A4EA-95B303D3A322}"
"558","","dix a","2006-05-10 00:00:00","1899-12-30 14:33:00","","Cathy Matthews","YES","1.00","25.00","","13","7","7","8","11","10","10","7","12","6","7","7","7","6","2","2","","","","","{F5B5592D-F6D9-4845-8AB3-70573C3BF14D}"
"559","","dix b","2006-05-10 00:00:00","1899-12-30 13:11:00","","Cathy Matthews","YES",".50","20.00","","12","15","12","7","8","13","8","12","8","17","7","5","7","3","3","1","","","","","{4B68F85E-2313-483D-88B9-6CE1B68039FA}"
"560","","moc a","2006-05-24 00:00:00","1899-12-30 10:56:00","","Cathy Matthews","YES","1.50","40.00","","18","18","6","7","7","9","8","7","17","10","3","3","6","6","3","1","Assessment done under bridge","","","","{6F095776-0F7E-47F2-A653-40EB5979FB8D}"
"561","","ogu a","2006-05-24 00:00:00","1899-12-30 09:46:00","","Cathy Matthews","NO ","1.00","15.00","","8","8","13","11","13","12","8","1","8","16","5","5","5","5","4","4","","","","","{3975CC78-D498-425A-8EEA-EBF6F17B0609}"
"562","","art a","2006-05-24 00:00:00","1899-12-30 09:15:00","","Cathy Matthews","NO ","1.00","4.00",".00","1","7","8","11","7","12","7","1","6","7","7","7","3","4","4","4","Intermittent upstream.   Sampled backwater area of detention pond.","","","","{0707937A-7A5F-4E03-B3DA-86338BDE5ED3}"
"563","","lak a","2006-05-22 00:00:00","1899-12-30 15:31:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{9B304B15-13A4-4AD8-8C4E-E0F5062BAB36}"
"564","","bit a","2006-05-22 00:00:00","1899-12-30 15:15:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{9E1D896C-643E-4822-9F82-DAD2744941AF}"
"565","","par a","2006-05-22 00:00:00","1899-12-30 14:30:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{2CAFCB0D-81F6-46AC-984A-7E010FB9B8E8}"
"566","","hic a","2006-05-22 00:00:00","1899-12-30 13:45:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{204A1800-004D-44E1-A7A5-D14B0D9BC41C}"
"567","","fil a","2006-05-25 00:00:00","1899-12-30 13:26:00","","Cathy Matthews","NO ",".50","8.00","","","","","","","","","","","","","","","","","","Concrete channel","","","","{A37CD4F8-D482-4DDF-B23D-B67A744B74A0}"
"568","","ric b","2006-05-25 00:00:00","1899-12-30 09:37:00","","Cathy Matthews","NO ",".50","30.00","","8","4","12","14","13","13","7","17","8","11","7","7","7","8","3","6","Limestone bedrock channel","","","","{92FCE117-5C39-4314-8BDD-92E34AFDE12F}"
"569","","ela c","2006-05-31 00:00:00","1899-12-30 14:33:00","","Cathy Matthews","YES","1.00","10.00","","6","7","11","11","15","11","7","6","8","7","4","4","7","3","1","1","Upstream is concrete channel","","","","{F6008B84-116C-4E45-AFB3-379B87026A06}"
"570","","ela a","2006-05-31 00:00:00","1899-12-30 12:41:00","","Cathy Matthews","YES","1.50","25.00","","8","12","10","9","13","11","10","2","12","10","2","5","3","4","5","5","","","","","{2C88C2BB-DA8D-484E-9721-1E6C8A9A5821}"
"571","","pra a","2006-05-31 00:00:00","1899-12-30 12:03:00","","Cathy Matthews","NO ",".50","20.00","","3","12","10","7","7","12","8","3","5","11","3","5","3","4","2","4","","","","","{CE0299CA-768F-42D3-9651-B95E2D6ECD05}"
"572","","hic b","2006-05-31 00:00:00","1899-12-30 11:31:00","","Cathy Matthews","NO ","1.00","15.00","","3","7","15","7","11","13","8","1","5","12","7","5","6","6","5","4","","","","","{DEE7EA42-634C-4C4B-B905-8B6933D28E41}"
"573","","eft a","2006-05-16 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","YES","","","","","","","","","","","","","","","","","","","","Not wadeable; hester-dendy reference site, picked up h-ds today.","","","","{F31057DD-A16A-41CA-A77B-8C3E0AB6A799}"
"574","","whi a","2006-06-21 00:00:00","1899-12-30 12:05:00","","Cathy Matthews","NO ",".50","10.00","","7","15","6","6","7","12","10","11","3","12","5","5","6","2","7","7","","","","","{85E9CC55-37B7-453A-8163-71C7AC30CE92}"
"575","","new a","2006-06-21 00:00:00","1899-12-30 11:25:00","","Cathy Matthews","NO ","1.00","20.00",".00","1","11","3","7","2","12","8","3","4","7","7","7","7","7","7","7","Mosquito larvae present, no fish.   RIP RAP 100FT upstream, clay and silt dominate. ","","","","{C77E0BE8-695D-4C85-B21F-C6FB38C89580}"
"576","","fiv a","2006-06-21 00:00:00","1899-12-30 09:53:00","","Cathy Matthews","YES","1.00","20.00","","8","13","15","12","8","12","7","12","8","12","8","6","7","6","7","7","Clay w/ gravel, cobble, sand","","","","{EEAD532F-7312-4D07-B0B7-C58CA7351118}"
"577","","fiv d","2006-06-14 00:00:00","1899-12-30 14:19:00","","Cathy Matthews","YES",".75","15.00","","7","13","11","10","7","12","8","8","7","14","5","6","6","6","2","2","Upstream of bridge water goes underground, then resurfaces below bridge","","","","{1F228F4F-69CE-4464-AC83-25594D8ABD42}"
"578","","ten d","2006-06-14 00:00:00","1899-12-30 11:13:00","","Cathy Matthews","YES",".50","35.00","","8","3","18","18","8","14","8","18","8","5","7","7","7","7","3","4","limestone bedrock channel; low water flow","","","","{4D902369-F50D-4924-89AF-271206C8DED5}"
"579","","ten b","2006-06-13 00:00:00","1899-12-30 13:55:00","","Cathy Matthews","YES","1.00","45.00","","3","16","12","10","13","12","8","10","8","16","7","7","7","7","4","3","Water is not flowing much;riffle areas have slow flow","","","","{32353467-6081-41B9-B812-0012C975950B}"
"580","","ten a","2006-06-13 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","YES","2.00","40.00","","16","15","11","9","7","6","7","6","16","16","7","7","8","8","5","5","Under bridge and downstream only; upstream side of bridge has a rock dam pooling upstream of bridge water.","","","","{C60BB7F4-D953-495B-BCAE-2B9B749853EC}"
"581","","fiv b","2006-06-07 00:00:00","1899-12-30 14:13:00","","Cathy Matthews","YES","2.00","15.00","","5","7","18","19","14","0","0","0","9","12","4","3","6","5","1","1","","","","","{4347F404-CE74-47C6-B4DC-DF028F1291A0}"
"582","","cro a","2006-06-07 00:00:00","1899-12-30 12:06:00","","Cathy Matthews","NO ","2.00","15.00","","14","6","17","19","6","3","7","1","10","9","6","4","7","7","1","1","","","","","{6307E5D6-2779-46C6-A3FF-E173ED19F6B1}"
"583","","woo a","2006-06-07 00:00:00","1899-12-30 11:31:00","","Cathy Matthews","NO ",".50","1.00","","14","1","19","19","4","9","6","2","2","2","1","1","9","9","1","1","Low flow","","","","{690C7B10-0D6F-404F-A4B8-30764E828C80}"
"584","","kni a","2006-06-22 00:00:00","1899-12-30 14:42:00","","Cathy Matthews","YES","2.00","50.00","","8","7","10","13","19","3","3","2","13","12","2","2","9","9","1","1","Channelized; concrete embankments with small areas of grassy slopes.","","","","{8CF75F1D-D492-4C98-81A3-6D35D3446A57}"
"585","","cec b","2006-06-22 00:00:00","1899-12-30 13:13:00","","Cathy Matthews","YES",".50","25.00","","8","9","16","14","8","13","13","9","8","13","5","5","9","9","2","2","Limestone basin; banks are limestone, bottom is also upstream.","","","","{2AD2B5AC-08BB-4FE9-BFF1-7EC3C6842A0F}"
"586","","ceb a","2006-06-22 00:00:00","1899-12-30 10:52:00","","Cathy Matthews","YES","1.00","20.00","","13","14","13","12","8","12","13","13","16","17","3","4","4","5","1","1","","","","","{23E817CB-AE77-40B4-B8F5-7FBA107343F2}"
"587","","wjo a","2006-08-02 00:00:00","1899-12-30 12:04:00","","Cathy Matthews","NO ","2.00","50.00","","1","3","1","3","8","3","0","0","2","8","4","5","4","4","0","0","Large algae mats","","","","{9D0505AF-D1E7-4475-BEFA-24CEA6E95349}"
"588","","bab a","2006-08-02 00:00:00","1899-12-30 11:03:00","","Cathy Matthews","YES",".50","15.00","","5","7","13","8","6","7","5","4","2","11","5","4","9","9","4","4","","","","","{98B06FE1-19E4-41B5-9FEB-2D3C1C18DBD6}"
"589","","joe c","2006-08-02 00:00:00","1899-12-30 10:22:00","","Cathy Matthews","YES","","","","","","","","","","","","","","","","","","","","Creek is not flowing; widely spaced pools.","","","","{1BD54EF8-FB07-4446-A59D-35E3B574FF19}"
"590","","whi a","2006-07-31 00:00:00","1899-12-30 16:30:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry, no sample","","","","{669D48EC-037A-4994-A54D-6CA94582CED5}"
"591","","joe a","2006-08-01 00:00:00","1899-12-30 12:33:00","","Cathy Matthews","NO ","1.00","20.00","","5","8","10","6","7","8","3","2","1","11","5","5","5","5","2","2","","","","","{FF4C53AA-0412-4019-A472-5B1A94186433}"
"592","","dan a","2006-08-01 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","NO ","6.00","20.00","","","","","","","","","","","","","","","","","","Cannot see bottom ","","","","{03B8CB72-7B12-4FA8-8952-CA60B27FE963}"
"593","","cac a","2006-08-01 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{5B2AC723-36C1-4B98-92F2-C2E446C87761}"
"594","","rib a","2006-08-01 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","YES",".50","4.50","","2","8","1","3","8","10","1","1","2","11","6","1","5","4","1","1","Aquatic plants,fish,frog","","","","{6DCB5A94-ABF5-4CD8-B0B0-628EC08F1C57}"
"595","","hut a","2006-07-25 00:00:00","1899-12-30 12:22:00","","Cathy Matthews","NO ",".25","6.00","","7","13","8","7","6","7","7","7","6","6","3","5","4","8","7","7","Left bank has recently been graded.","","","","{D38D30ED-6FAA-42CF-9ECA-93A11DEAED8A}"
"596","","fur a","2006-07-25 00:00:00","1899-12-30 11:44:00","","Cathy Matthews","NO ",".50","8.00","","2","13","10","7","7","7","7","2","7","13","6","6","6","6","2","2","Very low flow.","","","","{FABC305A-1C33-4031-9B8A-09D2F5EE5712}"
"597","","raw a","2006-07-25 00:00:00","1899-12-30 11:12:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Creek is dry.","","","","{62E59F9E-7EA3-4565-B36E-CD46FE8C31C4}"
"598","","wil a","2006-08-10 00:00:00","1899-12-30 12:45:00","","Cathy Matthews","NO ","2.00","20.00","","3","9","7","8","18","7","3","2","7","7","2","2","5","5","2","2","","","","","{441555FD-7321-4E32-A9DE-9BB3F365030E}"
"599","","mcc a","2006-08-10 00:00:00","1899-12-30 12:27:00","","Cathy Matthews","NO ","1.00","10.00","","2","6","6","7","18","6","3","3","7","7","2","2","4","4","1","1","","","","","{69DE5D9D-6B6D-4AD4-992B-C072DABD5006}"
"600","","ash a","2006-08-10 00:00:00","1899-12-30 11:58:00","","Cathy Matthews","NO ","1.50","30.00","","4","7","10","12","13","3","2","1","7","6","6","5","7","7","2","2","","","","","{2AE1404A-82D7-454C-91E8-62605FC4699E}"
"601","","flo a","2006-08-09 00:00:00","1899-12-30 12:58:00","","Cathy Matthews","YES","1.00","10.00","","10","3","18","18","5","5","8","4","3","10","7","7","2","2","8","8","Limestone bottom,fish,frogs present","","","","{075F7E2F-8B09-4121-A652-82058F3FFB50}"
"602","","cot a","2006-08-09 00:00:00","1899-12-30 12:28:00","","Cathy Matthews","NO ","6.00","5.00","","4","6","14","6","5","2","9","3","5","8","3","4","4","4","2","2","","","","","{9D954AC9-F6E3-429C-AEE0-0A5E3DEED159}"
"603","","cot c","2006-08-09 00:00:00","1899-12-30 11:23:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","No flow, one puddle at bridge ; dry.","","","","{F0CF493B-4F02-42BF-97FE-A5248F60F654}"
"604","","mck a","2006-08-09 00:00:00","1899-12-30 10:30:00","","Cathy Matthews","YES","2.00","15.00","","9","9","10","9","10","5","2","8","10","10","5","5","2","3","2","2","Slight film in slack areas. fish,frogs present.","","","","{E0D3EAD9-658E-441A-8926-257BB23C1B86}"
"605","","far aa","2006-07-25 00:00:00","1899-12-30 11:03:00","","Cathy Matthews","NO ","2.00","40.00","","2","7","7","7","13","7","7","1","10","11","7","4","6","5","4","2","Channelized","","","","{8BA22EB1-9836-4974-95C6-51AC8F0788CA}"
"606","","dix a","2006-08-24 00:00:00","1899-12-30 13:36:00","","Cathy Matthews","YES","1.00","10.00","","8","8","10","13","8","13","9","2","17","12","2","4","2","2","2","2","","","","","{3CB24138-028A-42AC-8230-33913BE55FAA}"
"607","","dix b","2006-08-24 00:00:00","1899-12-30 11:23:00","","Cathy Matthews","YES",".25","8.00","","2","13","10","11","3","11","7","3","3","16","6","4","5","3","2","2","","","","","{E2757302-6679-49D6-87E5-18283A230604}"
"608","","lon a","2006-08-24 00:00:00","1899-12-30 10:36:00","","Cathy Matthews","NO ",".10","4.00","","3","6","2","8","4","7","6","2","2","19","4","3","4","9","4","2","Rock bank for Rb; riprap concreted in with some new accumulatipn of sand.  Macrophytes growing here now.","","","","{9D3B1052-A2BA-4571-8F69-66546F6640F2}"
"609","","lac a","2006-08-23 00:00:00","1899-12-30 13:04:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Lake site, water quality only","","","","{C0D3A6CF-CDB7-4ED8-BC05-3266FE18BA9C}"
"610","","coo a","2006-08-23 00:00:00","1899-12-30 12:05:00","","Cathy Matthews","NO ","1.00","30.00","","8","8","9","9","9","11","6","8","7","4","3","2","2","2","3","2","Downstream side of bridge rip rap has been added and provides added habitat.  Upstream of concrete channel riprap also added--75 ft upstream of bridge.","","","","{D92347B3-3B7B-4F37-8DB1-B39F26F36915}"
"611","","ceb a","2006-08-23 00:00:00","1899-12-30 10:59:00","","Cathy Matthews","NO ","1.00","18.00","","12","12","9","10","14","13","10","7","12","12","7","5","4","3","2","1","Lucas st bridge area under construction; sampled three hundred ft upstream.","","","","{EBFC8A32-2A7E-441E-A220-686C8F4D7929}"
"612","","tro a","2006-08-23 00:00:00","1899-12-30 10:14:00","","Cathy Matthews","NO ","1.00","8.00","","8","6","8","11","18","12","7","2","10","12","5","4","2","2","2","2","","","","","{CECF9DAF-5C04-4E75-B4F3-9082B8763E82}"
"613","","fil a","2006-08-23 00:00:00","1899-12-30 09:34:00","","Cathy Matthews","NO ",".50","10.00","","2","4","8","8","19","7","2","2","2","12","3","3","9","9","2","2","Channelized, concrete bottom w/ sediment deposits.","","","","{2C8AC187-E906-4F3A-B0F1-A4A9A1BDF89F}"
"614","","whc c","2006-08-31 00:00:00","1899-12-30 10:00:00","","Cesar Cavazos","YES","3.00","15.00","","7","6","17","7","8","5","2","5","12","","1","6","7","10","1","3","","","","","{8F897EE2-935A-4341-BC2E-A7E5C90372B3}"
"615","","jen a","2006-08-31 00:00:00","1899-12-30 12:00:00","","Cesar Cavazos","NO ","","10.00","","9","9","14","11","8","9","11","10","12","14","6","8","1","4","4","2","","","","","{99A92455-D9A8-4460-9E87-6D26CA5BF2D9}"
"616","","jac a","2006-08-31 00:00:00","1899-12-30 14:00:00","","Cesar Cavazos","YES","2.00","20.00","","8","9","10","19","11","11","6","5","12","10","6","3","8","8","5","2","","","","","{E82D1189-C321-4478-BCD4-96A3286F35EB}"
"617","","tur a","2006-08-31 00:00:00","1899-12-30 13:25:00","","Cathy Matthews","NO ","1.00","12.00","","8","13","10","8","8","8","8","3","8","18","","","6","6","1","1","","","","","{96D83B07-7E5E-433C-A775-8BCBCFA7B2DD}"
"618","","cec b","2006-08-30 00:00:00","1899-12-30 11:15:00","","Cathy Matthews","YES",".25","15.00","","8","8","10","16","8","13","8","13","8","3","6","7","5","7","2","3","","","","","{3D306172-B4C1-4748-9FC3-380B6C2DAE3D}"
"619","","cec a","2006-08-31 00:00:00","","","Cathy Matthews","YES","1.00","22.00","","13","13","9","8","8","12","7","9","13","13","2","4","1","3","1","2","","","","","{36B852C2-C7D3-4794-9DD1-9381D33A3B24}"
"620","","lit a","2006-08-31 00:00:00","1899-12-30 09:25:00","","Cathy Matthews","NO ",".25","","","8","13","13","11","7","12","7","9","7","3","7","5","4","4","2","2","","","","","{89BA9D5F-753D-4688-8AF7-2115314D1C81}"
"621","","hic b","2006-09-11 00:00:00","1899-12-30 09:40:00","","Cathy Matthews","NO ",".50","15.00","","2","9","11","8","8","14","10","2","7","8","5","2","6","3","5","4","","","","","{EDEFC21C-C56D-4431-BCA2-FA73FA612AA4}"
"622","","pra a","2006-09-11 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","NO ",".50","8.00","","3","13","10","8","7","13","10","6","6","13","3","3","3","3","4","4","","","","","{061D0DF3-E08B-4AD7-A166-8421381719CD}"
"623","","eft a","2006-09-08 00:00:00","","","Cathy Matthews","NO ",".50","6.00","","3","5","13","13","13","13","6","3","6","8","9","9","4","4","4","4","","","","","{FBF98C6A-951E-40A2-972C-FAEA027C9DB0}"
"624","","ogu a","","","","","NO ","1.00","15.00","","3","5","8","13","13","13","7","6","8","8","5","3","5","6","3","6","","","","","{92F366F7-A788-49B7-808F-94D01821E17A}"
"625","","art a","2006-09-08 00:00:00","1899-12-30 09:30:00","","Cathy Matthews","NO ","1.50","1.00","","3","6","8","10","19","13","6","2","8","8","7","7","4","4","4","6","","","","","{4148522F-F28A-44BE-8B4A-B8982E1B454B}"
"626","","smc a","2006-09-12 00:00:00","1899-12-30 09:40:00","","Cathy Matthews","YES",".50","15.00","","8","13","10","11","13","13","7","7","6","12","5","5","4","4","2","2","","","","","{66839916-2502-405A-922B-094B9E5D5444}"
"627","","smc b","2006-09-12 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","YES","","","","8","8","11","9","14","13","10","3","10","8","2","2","2","2","2","2","","","","","{CCB86ECA-EEEE-4547-8A6F-C4D6071CCED0}"
"628","","smc c","2006-09-12 00:00:00","1899-12-30 12:10:00","","Cathy Matthews","YES","10.00","25.00","","13","13","10","8","15","13","13","8","12","11","5","3","4","4","2","2","","","","","{44710D46-AABC-47C7-9996-C138641AB25A}"
"629","","fiv d","2006-09-13 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","YES",".50","6.00","","10","13","9","9","8","13","11","11","8","14","4","4","4","4","2","2","Limestone bedrock w/ cobble and gravel","","","","{74BED88F-C666-4328-A9F9-768D1388894B}"
"630","","ric b","2006-09-13 00:00:00","1899-12-30 09:10:00","","Cathy Matthews","NO ",".20","","","10","7","18","13","13","13","13","12","8","3","5","5","7","7","5","5","Limestome bedrock creek channel; Limestone banks w/ vegetated dirt slopes at top","","","","{2346597D-8456-4B22-B551-99D9217D684B}"
"631","","woo a","2006-09-13 00:00:00","1899-12-30 09:45:00","","Cathy Matthews","NO ",".50","35.00","","10","5","16","18","9","13","10","12","4","3","3","5","7","7","2","2","Limestone basin","","","","{9E4109E8-3763-4757-B402-3049980A17A7}"
"632","","cro a","2006-09-13 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","NO ",".75","35.00","","10","10","13","8","8","11","11","12","8","8","5","3","2","2","2","2","Under bridge is eroded, concrete riprap added to site downstream of bridge, upstream is limestone bedrock creek with low limestone sides","","","","{5B971744-177A-493D-9079-55B1BC50E82A}"
"633","","fiv a","2006-09-22 00:00:00","1899-12-30 09:25:00","","Greg Moss","YES",".50","10.00","","6","6","13","6","6","13","6","6","0","0","5","5","3","3","3","3","","","","","{A2BE723D-FEAB-43A7-B993-7914C857FD57}"
"634","","fiv b","2006-09-22 00:00:00","1899-12-30 10:20:00","","Greg Moss","YES","2.00","30.00","","1","3","8","5","7","3","3","1","0","0","2","2","3","3","2","2","","","","","{F987BC4B-216E-44AA-B517-91BA33F7583C}"
"635","","ten a","2006-09-21 00:00:00","1899-12-30 12:15:00","","Cathy Matthews","YES","1.50","40.00","","18","12","9","10","13","11","8","6","13","11","4","4","5","5","3","3","rip rap banks.  Some vegetated banks up and down stream.  Lots of silt","","","","{759AE29A-9304-4224-9D17-76C690FF1B4D}"
"636","","ten b","2006-09-21 00:00:00","1899-12-30 10:20:00","","Cathy Matthews","YES","1.50","40.00","","11","13","11","11","13","13","9","6","16","5","5","5","5","5","5","5","","","","","{2FF3E01F-9A4F-44F6-ABE7-02EBF7C66A34}"
"637","","ten d","2006-09-21 00:00:00","1899-12-30 08:45:00","","Cathy Matthews","YES",".50","40.00","","13","6","15","18","15","12","10","15","8","5","3","5","3","5","5","5","","","","","{BE163724-2FAC-42ED-8372-161BCDD3A178}"
"638","","ten d","2006-09-21 00:00:00","1899-12-30 08:45:00","","Cathy Matthews","YES",".50","40.00","","13","6","15","18","15","12","10","15","8","5","3","5","3","5","5","5","Bedrock basin.  More water flowing in stream than in the earlier sampling event of this year (spring sampling).","","","","{A4A38B32-36A9-4E0D-A720-EFF59DB28468}"
"639","","kni a","2006-09-21 00:00:00","1899-12-30 09:10:00","","Cesar Cavazos","YES","4.00","20.00","","5","5","14","12","9","3","1","1","11","6","5","1","6","9","1","1","","","","","{B981F943-E0F5-4213-864F-B4B8CDFF227A}"
