"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"89","","dan a","2001-07-05 00:00:00","1899-12-30 08:34:00","","Eloisa Medina","8.39","4.10","28.17",".459","","238","19","25",".05","200","700",".410",".800",".066",".32","","33.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{F95AE408-993A-4368-B1BC-F349E001329B}"
"90","","whc b","2001-06-27 00:00:00","1899-12-30 09:19:00","","Eloisa Medina","7.98","6.81","26.52",".295",".20","361","20","24",".08","120","",".200",".200",".008",".07","","10.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{4FB1980F-BBF4-43E7-8885-3B33B350C11D}"
"91","","whc a","2001-06-27 00:00:00","1899-12-30 08:53:00","","Eloisa Medina","7.92","6.72","28.08",".390",".30","326","55","56",".01","200","",".510",".300",".013",".16","","14.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{E157A7B5-3E0E-42B8-94E0-FB7EC705F335}"
"92","","fil a","2001-02-23 00:00:00","1899-12-30 12:44:00","","Cesar Cavazos","7.54","7.97","11.94",".616",".40","312","38","33",".38","400","160",".000",".000",".020",".00","","33.00","0",".000",".000",".000","","NO ","NO ","NO ","NO ","","","","","","","","","{854E5AF2-E12C-4CE2-B448-9F1508D02014}"
"93","","cac a","2001-06-29 00:00:00","","","","","","","","","0","","","","","300",".600",".800",".016",".60","","66.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{BA04A774-0F24-4489-AA02-80FC8AB1706C}"
"94","","rib a","2001-06-29 00:00:00","","","Eloisa Medina","","","","","","0","","","","","310","1.370",".600",".012",".43","","32.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{2A8CD68C-A321-4F29-9C08-A6600664F01D}"
"95","","fil b","2001-02-23 00:00:00","","","","8.15","10.15","11.93",".282",".20","307","7","18",".26","","20",".000",".000",".011",".00","","30.00","",".010","","","","NO ","NO ","NO ","NO ","","","","","","","","","{37012485-A4CA-4F27-888F-D188F3DA30AD}"
"96","","fiv a","2001-06-06 00:00:00","","","","7.87","6.59","25.99",".480",".30","187","4","8",".10","250","",".350",".500",".000",".00","","4.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{047DF084-26A3-4A35-9E51-5C7B01C90A45}"
"97","","fiv b","2001-06-06 00:00:00","","","","7.74","7.38","24.88",".511",".30","191","7","17",".07","250","",".310",".700",".015",".01","","2.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{66CC70B1-CE80-4544-8D6E-753E7F972FBA}"
"98","","fiv c","2001-06-06 00:00:00","","","","7.75","6.96","24.70",".491",".30","198","20","19",".14","120","",".220",".900",".007",".08","","4.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{5E7C2298-C91C-4A30-B2E4-20A4C6A80A11}"
"99","","fiv d","2001-06-06 00:00:00","","","","7.65","6.69","23.50",".437",".30","197","2","0",".09","120","",".290",".800",".015",".00","",".00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{A481D48B-1AE5-4CB8-8EF3-B1F6AEF0CF05}"
"100","","coo a","2001-06-12 00:00:00","","","Elosia Medina","","","","","","0","","","","","",".600","1.100",".000",".01","","2.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{67508CFE-2A2D-41C8-9BDD-AAE81FDEBFA0}"
"101","","ceb a","2001-06-13 00:00:00","","","Elosia Medina","","","","","","0","","","","","",".730","",".013","","","12.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{1D477EB5-2CFB-4DD0-A83A-F8CC8E313D7B}"
"102","","ceb b","2001-06-13 00:00:00","","","Elosia Medina","","","","","","0","","","","","",".810","",".013","","","12.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{AAB998C4-BA6F-44E6-B03E-BA8029900EA6}"
"103","","coo b","","","","Elosia Medina","","","","","","0","","","","","",".300","3.600",".009",".01","","8.00","",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{A5B52BD6-6181-4F95-A01F-F8746D6B6551}"
"105","","mcc a","2002-01-22 00:00:00","1899-12-30 10:15:00","","Mark Neuman","7.86","6.40","8.21",".620",".40","438","32","20",".10","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{BB92DA43-B41B-4F3B-AD3E-F3CA18FEC968}"
"106","","wil a","2002-01-22 00:00:00","1899-12-30 10:07:00","","Mark Neuman","7.23","7.54","9.05",".545",".40","442","5","34",".00","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{C050AC97-6365-4D82-A48B-61D1763598D0}"
"107","","dix b","2002-01-22 00:00:00","1899-12-30 09:47:00","","Mark Neuman","7.00","7.36","10.89",".640",".40","442","0","0",".00","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{CB499818-31A0-41FE-B935-1BCDE62F777B}"
"108","","dix a","2002-01-22 00:00:00","1899-12-30 09:30:00","","Mark Neuman","7.19","8.22","8.56",".582",".40","443","15","23",".00","120","140",".260","","",".86",".207","19.00","","","","","","NO ","NO ","NO ","NO ","Cu, Nitrate-Nitrite = BRL","","","","YES","YES","","2700","{A7E157F7-B138-428B-B178-7BF9B99C1BC2}"
"109","","ash b","2002-01-22 00:00:00","1899-12-30 09:11:00","","Mark Neuman","7.37","8.70","8.77",".630",".40","458","32","0",".00","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{B9D539DA-FB01-42FD-A2CB-01C5FD261BFC}"
"110","","ash c","2002-01-22 00:00:00","1899-12-30 08:52:00","","Mark Neuman","7.53","9.44","8.45",".586",".40","456","8","0",".25","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{3A9BA60C-7D5F-4E79-AF9A-E9B8BC6BB1E6}"
"111","","ash c","2002-01-22 00:00:00","1899-12-30 08:50:00","","Mark Neuman","7.27","7.31","9.44",".558",".40","487","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{61683139-0DF3-48E3-A4B7-ED74108585E6}"
"112","","ash a","2002-01-22 00:00:00","1899-12-30 08:28:00","","Mark Neuman","7.09","8.97","8.93",".559",".40","546","10","2",".00","240","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{E067DBD4-2706-4949-BF7C-22D29B448734}"
"113","","lac b","2001-01-23 00:00:00","1899-12-30 11:48:00","","Cesar Cavazos","7.16","5.07","10.22","1.130",".70","307","8","8",".03","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{3EF599BE-7148-47A8-8B2A-F43A1D5EC7FB}"
"114","","lac a","2001-01-23 00:00:00","1899-12-30 11:39:00","","Cesar Cavazos","8.14","10.32","9.88",".357","","326","16","15",".16","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{0EDC201C-E4A3-4517-9748-1504B93F2BEC}"
"115","","cec c","2001-01-23 00:00:00","1899-12-30 10:50:00","","Cesar Cavazos","8.05","12.58","9.22",".559",".40","334","4","3",".21","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{11AA534C-7775-445F-ABC2-FD9B0B869159}"
"116","","cec b","2001-01-23 00:00:00","1899-12-30 11:31:00","","Cesar Cavazos","7.66","9.64","9.31",".591",".04","333","2","3",".03","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{9F184989-98DA-492B-9DA4-6FC722E834A1}"
"117","","lit c","2001-01-23 00:00:00","1899-12-30 10:15:00","","Cesar Cavazos","7.76","9.93","9.93",".454",".30","334","0","1",".21","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{FF1A89C0-D5E9-4EBE-A308-05E63B76EAB5}"
"118","","lit b","2001-01-23 00:00:00","1899-12-30 09:48:00","","Cesar Cavazos","7.70","10.34","9.06",".703","5.00","331","2","5",".01","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{8299E27A-9645-4C6E-B627-60190B8C2831}"
"119","","lit a","2001-01-23 00:00:00","1899-12-30 09:25:00","","Cesar Cavazos","7.26","9.54","8.33",".611",".40","307","3","1",".01","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{08004ED7-E6AE-463E-AD2B-217C21A91645}"
"120","","cec a","2001-01-23 00:00:00","1899-12-30 09:01:00","","Cesar Cavazos","9.38","9.29","9.38",".612","2.00","348","4","2",".02","300","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{16CC6A86-3F94-4DBB-A159-0C289AF0787C}"
"121","","whc a","2002-01-31 00:00:00","1899-12-30 11:34:00","","Mark Neuman","9.60","9.14","9.40",".180",".10","252","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{42DD85FD-3640-4540-B491-533F4FFED85D}"
"122","","whc b","2002-01-31 00:00:00","1899-12-30 11:17:00","","Mark Neuman","9.60","8.18","11.74",".355",".20","235","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{6BB1BAA8-FB3D-4542-A0FB-2965AC7EB5CA}"
"123","","tur c","2002-01-29 00:00:00","1899-12-30 10:12:00","","Mark Neuman","7.72","7.85","12.98",".547",".40","380","64","106",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{29BDB235-2A6B-40FE-BE47-39CD7923122B}"
"124","","tur b","2002-01-29 00:00:00","1899-12-30 09:58:00","","Mark Neuman","7.73","6.81","13.64",".665",".40","374","32","28",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{4B396962-7258-4BDC-B9F2-C762BB9E61E7}"
"125","","tur a","2002-01-29 00:00:00","1899-12-30 09:39:00","","Mark Neuman","7.70","5.31","16.33",".949",".60","371","42","20",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{F79BA80B-F5DF-4DA1-95D3-C53264EC3566}"
"126","","fil b","2002-01-29 00:00:00","1899-12-30 09:03:00","","Mark Neuman","8.00","10.18","13.27",".308",".20","322","96","66",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{C8A2B506-4608-45F6-BF24-485559B8892D}"
"127","","fil a","2002-01-29 00:00:00","1899-12-30 08:47:00","","Mark Neuman","7.66","7.46","14.09",".928",".60","386","119","94",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{8332122D-8C33-4728-A143-5FF106E9F22F}"
"128","","efc a","2002-01-28 00:00:00","1899-12-30 11:34:00","","Mark Neuman","7.63","6.87","11.72",".780",".50","389","56","141",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{AF70139D-3CB0-41BD-A6B5-950AFECB7E6B}"
"129","","efc b","2002-01-28 00:00:00","1899-12-30 11:13:00","","Mark Neuman","7.78","8.02","11.48",".678",".40","381","82","157",".00","25","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{BE010CAA-7F9D-4987-8110-C8D59AEC125F}"
"130","","tro a","2002-01-28 00:00:00","1899-12-30 10:52:00","","Mark Neuman","7.66","6.40","11.27",".646",".40","386","96","57",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{01BB1F66-E9B2-419F-80A9-76351D467074}"
"131","","tro b","2002-01-28 00:00:00","1899-12-30 10:36:00","","Mark Neuman","7.58","8.11","10.37",".537",".30","376","59","73",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{310F3C2A-959C-41B1-A4BE-E142857934F4}"
"132","","jen a","2002-01-28 00:00:00","1899-12-30 09:52:00","","Mark Neuman","7.62","6.04","11.25",".551",".40","4","65","75",".00","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{2AB281B8-92D3-4E49-9A43-D426D3ADAC1C}"
"133","","coo a","2002-01-30 00:00:00","1899-12-30 11:55:00","","Cesar Cavazos","7.80","7.92","15.37",".484","3.00","82","6","3",".03","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{37843C9E-D274-4FDB-B95E-69D42EED2D56}"
"134","","coo b","2002-01-30 00:00:00","1899-12-30 23:25:00","","Cesar Cavazos","7.82","8.82","13.82",".393",".30","348","7","4",".03","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{CBECD78F-17AF-45A6-BCEB-67678A83CD6A}"
"135","","coo c","2002-01-30 00:00:00","1899-12-30 11:00:00","","Cesar Cavazos","9.13","9.10","18.73",".679",".40","322","10","13",".02","300","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{D2F06D07-D7A5-4342-998A-E688A4CB1F60}"
"136","","hon b","2002-01-30 00:00:00","1899-12-30 10:45:00","","Cesar Cavazos","7.54","4.21","17.62",".656",".40","292","7","7",".40","300","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{62B7BE34-BF63-4E72-B23E-8177A2695DD9}"
"137","","hon a","2002-01-30 00:00:00","1899-12-30 11:20:00","","Cesar Cavazos","8.05","9.12","15.86",".482",".30","323","3","4",".02","250","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{7FDD97C6-659F-4180-9F02-A9D146D39540}"
"138","","smc a","2002-01-29 00:00:00","1899-12-30 11:10:00","","Cesar Cavazos","7.78","8.73","13.64",".592",".40","340","13","12",".04","300","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{736DD196-1FDA-4685-B120-F3AB83B953AA}"
"139","","lak a","2002-01-29 00:00:00","1899-12-30 10:35:00","","Cesar Cavazos","7.52","8.65","13.91",".296",".20","343","21","18",".08","120","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{3CC11940-E44E-4FA0-A160-6D0D5F0964A8}"
"146","","dix a","2003-07-15 00:00:00","1899-12-30 12:50:00","","Tamara Elliott","8.40","3.87","27.44",".384",".30","94","7","11",".00","120","252",".000",".250",".016",".06",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Fish present, trash evident, medium sized sun fish also.","","","","","","","","{6CA1741A-F3BE-4F7A-AD7D-A88DC9288E3B}"
"147","","dix b","2003-07-15 00:00:00","1899-12-30 12:20:00","","Tamara Elliott","7.69","7.09","24.89",".685",".40","84","2","2",".05","120","132",".060",".330",".016",".03",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Fish present, algae moderate, cement chanel.","","","","","","","","{4C69AB62-7623-4065-A73C-23B5CC8C117D}"
"148","","jac a","2003-07-15 00:00:00","1899-12-30 11:40:00","","Tamara Elliott","8.43","6.44","27.25",".532",".30","60","5","5",".24","120","184",".070",".910",".019",".08",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Heavy sediment and gravel, minows present,trash evident.","","","","","","","","{BA18E862-4A0F-487B-BF6C-628CA2754C45}"
"149","","jac b","2003-07-15 00:00:00","1899-12-30 11:05:00","","Tamara Elliott","8.74","7.85","26.28",".584",".40","43","4","1",".12","120","220",".120","1.390",".023",".06",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Limestone bottom, no trash evident.","","","","","","","","{FFC23BC8-05FD-4D1D-819F-D5B08D2B2006}"
"150","","jac c","2003-07-15 00:00:00","1899-12-30 10:05:00","","Tamara Elliott","9.01","7.29","27.89",".391",".30","18","3","8",".09","120","428",".000",".320",".020",".10",".000","23.00","0",".000","","","","NO ","NO ","NO ","NO ","Rock basin, dead animal smell present no sign of animal though, high errosion on right side of bank.","","","","","","","","{0A06B121-AB66-402E-9688-3760A8F38878}"
"151","","mck a","2003-07-16 00:00:00","1899-12-30 11:12:00","","Cesar Cavazos","8.53","5.68","26.14",".521",".30","356","18","21",".00","120","428",".000",".910",".023",".04",".000","","0",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{E81C47CC-AF31-4391-A641-0493ABA60EF8}"
"152","","mck b","2003-07-16 00:00:00","1899-12-30 10:51:00","","Cesar Cavazos","8.58","6.26","26.25",".547",".40","355","24","38",".00","150","548",".000",".980",".022",".08",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{DD4EB179-720A-4573-ADCA-EC6ACFCEB6DD}"
"153","","mck c","2003-07-16 00:00:00","1899-12-30 10:26:00","","Cesar Cavazos","8.58","5.99","26.58",".488",".30","354","95","113",".00","100","568",".000",".240",".032","1.33",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{0CFF112C-3F16-485D-89AE-47E90F33E221}"
"154","","lon a","2003-07-16 00:00:00","1899-12-30 09:31:00","","Cesar Cavazos","8.41","4.64","25.77",".524",".30","349","75","71",".00","100","500",".050",".000",".000",".11",".000","23.00","0",".000","","","","NO ","NO ","NO ","NO ","Very low, no flow.","","","","","","","","{AF532477-1F81-4158-9648-63303A20CCC9}"
"155","","new a","2003-07-16 00:00:00","1899-12-30 11:35:00","","Tamara Elliot","8.41","2.77","26.10",".451",".30","258","7","6","1.59","120","4",".000",".000",".020",".27",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","High chlorine,flow obstructed by debrie","","","","","","","","{9F85E6D8-6A57-4284-B51E-BAC823E37767}"
"156","","whi a","2003-07-16 00:00:00","1899-12-30 11:17:00","","Tamara Elliot","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","No flow creek impared ,dead animal smell, not able to sample.","","","","","","","","{BE81B669-4AA8-4B21-8938-E1597AE86948}"
"157","","new b","2003-07-16 00:00:00","1899-12-30 10:48:00","","Tamara Elliot","8.50","5.15","25.30",".452",".30","265","16","13",".99","120","304",".290",".160",".017",".07",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Chlorine lvel in exess trash present","","","","","","","","{1D6A1FAC-D009-46F0-8E48-47F38D501758}"
"158","","new c","2003-07-16 00:00:00","1899-12-30 10:03:00","","Tamara Elliot","8.23","4.53","24.40",".475",".30","289","7","8",".42","120","136",".000",".180",".017",".29",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","High blockage of dirt and debrie, trash present","","","","","","","","{52DB9D84-1C97-428B-81A6-E89AEF27AB33}"
"159","","ogu b","2003-07-22 00:00:00","1899-12-30 11:07:00","","Cesar Cavazos","8.37","4.80","21.65",".874",".60","332","21","15",".08","300","60",".700","1.780",".000",".00",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{D9DB256B-EF4F-4670-AEED-3A9C998C86F0}"
"160","","ogu a","2003-07-22 00:00:00","1899-12-30 10:36:00","","Cesar Cavazos","8.50","5.38","27.43",".764",".50","328","27","17",".00","300","470",".090",".000",".000",".06",".000",".00","35",".000","","","","NO ","NO ","NO ","NO ","","","","","","","","","{560C268F-4976-4B5D-9BB8-98DD43414A31}"
"161","","lit b","2003-07-22 00:00:00","1899-12-30 09:55:00","","Cesar Cavazos","8.60","7.03","27.18",".332",".20","332","38","20",".09","120","71",".060",".660",".015",".05",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Trash everywhere.","","","","","","","","{20990A14-1A00-412A-9F1D-C01BDA3D68A1}"
"162","","lit c","2003-07-22 00:00:00","1899-12-30 09:40:00","","Cesar Cavazos","8.49","4.95","25.88",".429",".30","331","29","32",".00","185","57",".100",".380",".000",".34",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Very low, very light flow. trash everywhere","","","","","","","","{BF345D23-402B-4430-9F8E-EEA04776BB02}"
"163","","lit a","2003-07-22 00:00:00","1899-12-30 09:15:00","","Cesar Cavazos","7.87","1.84","26.52",".542",".40","340","120","58",".05","100","96",".060",".000",".000",".36",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Very very low, no flow.","","","","","","","","{E10D0C9A-ED91-41A5-AB63-145DBABF3132}"
"164","","art a","2003-07-22 00:00:00","1899-12-30 11:40:00","","Cesar Cavazos","8.10","3.66","27.30",".699",".50","329","24","30",".01","150","124",".080",".000",".000",".36",".000",".00","0",".000","","","","NO ","NO ","NO ","NO ","Very low, no flow.","","","","","","","","{DB3B9D3E-B119-46DC-AB96-D6C0DA74DA36}"
"165","","ash a","2003-07-22 00:00:00","1899-12-30 12:00:00","","Tamara Elliot","8.67","5.73","30.67",".348",".20","294","6","4",".03","120","56",".000",".000",".000",".52",".000","23.00","0",".000","","","","NO ","NO ","NO ","NO ","Fish,turtles,trash present","","","","","","","","{DD4D682B-9A47-4604-8BD5-E70BC98B8128}"
