"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"111","","","","UDUC1","2001-03-08 00:00:00","First Flush","15.37",".710","7.99","7.99","","3.00","9",".06","300","19.00",".12","5.20","",".970","",".080",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{7564CA9E-0EB8-424D-B1D3-3E5060B83B41}"
"112","","","","UDUC1","2001-03-08 00:00:00","Zero Time","15.37",".710","8.16","8.00","","3.00","15",".07","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{13A60F79-6ADA-4A7C-9743-8FDE179E36B6}"
"113","","","","UDUC1","2001-03-08 00:00:00","Fifeteen Time","15.36",".710","7.95","7.99","","5.00","4",".07","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{1B25786D-E50C-4EC7-889E-7190EEAF6115}"
"114","","","","UDUC1","2001-03-08 00:00:00","Thirty Time","15.36",".710","7.91","7.99","","5.00","4",".07","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{6B7CAF85-6A0D-4F8D-8101-660037308E95}"
"115","","","","UDUC1","2001-03-08 00:00:00","45 Time","15.39",".710","8.05","8.00","","8.00","13",".04","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{F75FF7A9-5C57-48CE-BF44-EB8525A713CE}"
"116","","","","UDUC1","2001-03-08 00:00:00","60 Time","15.41",".710","7.99","8.00","","22.00","13",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{BE77940F-C3C7-4416-8C8C-7AFB0BFBCB01}"
"117","","","","UDUC1","2001-03-08 00:00:00","Composite","","","","","","","","","","21.00",".14","5.10","","1.080","",".070",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{F141AC22-29F9-4A40-B797-8BD7051FD0BC}"
"118","","","","UMWR1","2001-08-17 00:00:00","Background","29.05",".540","5.60","9.17",".10","5.00","6",".40","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{02C197D7-A9F7-4AE7-86E7-D3C0C237E0CA}"
"119","","","","UMWR1","2001-08-17 00:00:00","First Flush","29.05",".570","5.60","9.02",".10","78.00","213",".57","120","44.00",".01","1.60","","1.360","",".140",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{C23F862A-A314-4623-9C39-CA4D5F51D651}"
"120","","","","UMWR1","2001-08-17 00:00:00","Zero Time","28.20",".530","5.78","8.88",".26","78.00","119",".26","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{838AA1FA-67D8-47A8-A633-1B1C2965E950}"
"121","","","","UMWR1","2001-08-17 00:00:00","Fifeteen Time","28.01",".530","5.84","8.82",".26","","74",".26","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{3516D380-AC09-43DE-B18C-405FAB4055C6}"
"122","","","","UMWR1","2001-08-17 00:00:00","Thirty Time","26.76",".290","6.44","8.88",".20","260.00","317",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{EC20347B-407F-4B37-A73F-D3E340FB1F8C}"
"123","","","","UMWR1","2001-08-17 00:00:00","45 Time","27.92",".470","5.43","8.72",".20","99.00","105",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{868256C2-CB28-4EA0-853C-BB3A8823C5C4}"
"124","","","","UMWR1","2001-08-17 00:00:00","60 Time","27.15",".520","5.48","8.75",".30","97.00","157",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{ECA7C8AF-8A38-4184-83F1-588DE5D1DBAB}"
"125","","","","UMWR1","2001-08-17 00:00:00","Composite","","","","","","","","","","34.00",".00","1.60","","1.570","",".180",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{44B8C5D0-B7D3-45D7-A35C-68034E97FE72}"
"126","","","","UMWR1","2001-08-30 00:00:00","Background","26.17",".450","7.04","8.95",".30","32.00","29",".00","120","6.00","","","",".100","",".010",".010","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{DA9B9081-9421-4069-BD6B-D60B60CE40DD}"
"127","","","","UMWR1","2001-08-30 00:00:00","First Flush","25.80",".440","10.73","8.92",".30","31.00","37",".00","120","7.00",".00","1.20","",".100","",".200",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{2137ECC2-556E-4F70-BB4D-E2AA880C3458}"
"128","","","","UMWR1","2001-08-30 00:00:00","Zero Time","25.70",".440","8.92","8.92",".30","15.00","39",".15","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{7D31B31C-F41F-4F30-9504-482BEEDBC607}"
"129","","","","UMWR1","2001-08-30 00:00:00","Fifeteen Time","25.72",".440","7.89","8.92",".30","38.00","35",".14","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{2F56DF71-134C-4D7F-B658-CCD8B4F7E953}"
"130","","","","UMWR1","2001-08-30 00:00:00","Thirty Time","25.70",".450","7.62","8.92",".30","33.00","26",".16","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{3160CFC3-9C6E-4DB4-97D7-0584B585D833}"
"131","","","","UMWR1","2001-08-30 00:00:00","45 Time","25.70",".450","8.92","8.92",".30","43.00","46",".16","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{DC27CD38-4F50-4D5A-B061-CDACBAE62DB0}"
"132","","","","UMWR1","2001-08-30 00:00:00","60 Time","25.54",".450","7.62","8.90",".30","47.00","55",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{AC44AEBC-8F48-4138-BE3A-6088129E2E8A}"
"133","","","","UMWR1","2001-08-30 00:00:00","Composite","","","","","","","","","","6.00",".00","1.30","",".100","",".200",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{083A954D-3C61-4180-866D-D5C3A9DF86CF}"
"134","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","45 Time","18.54",".590","8.29","7.88",".40","14.00","6",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{394EC21F-56A1-4173-99BB-2CCA6B777143}"
"135","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","Thirty Time","18.48",".590","8.15","7.88",".40","20.00","1",".02","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{9A9597D3-79B5-4779-83AE-F005AB9EA6F3}"
"136","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","60 Time","18.56",".590","8.36","7.88",".40","14.00","7",".01","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{3520182C-CE47-48C9-9F16-9B3299A9A327}"
"137","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","Fifteen Time","18.47",".580","8.16","7.89",".40","20.00","24",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{71F6C80F-3DC3-4133-A3FB-F602FF2958DC}"
"138","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","Zero Time","18.51",".580","8.02","7.90",".40","23.00","6",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{0D9E3551-3312-4F19-8E01-5708467AB1E6}"
"139","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","First Flush","18.83",".580","8.01","7.90",".40","25.00","4",".02","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{E82BCC26-CC6A-4764-A5C0-973201C11C67}"
"140","","Mark Neuman","","NEWT1","2002-04-13 00:00:00","Background","18.97",".580","8.92","7.91",".40",".70","11",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{1C7FE975-834F-4E69-BF5D-44A1B54DDA6F}"
"141","","Mark Neuman","","NEWT1","2002-03-16 00:00:00","Background","18.97",".580","8.92","7.97",".40",".70","11",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{F7D971C2-7E10-4F97-B3B6-0DF0E156B914}"
"142","","Tamara Elliot","","UFIV2","2002-04-06 00:00:00","60 Time","15.12",".540","9.71","7.98",".26","13.00","26",".03","250","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","rick branch has a lot of silt flowing into five mile","","","","{B28A0BA1-C99C-455B-9E87-6F830B1771A9}"
"143","","Tamara Elliot","","UFIV2","2002-04-06 00:00:00","45 Time","15.08",".550","9.66","7.97",".26","35.00","39",".12","250","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","","","","","{DAE1A532-DAB3-43FF-9DC8-75DA8A39651B}"
"144","","Tamara Elliot","","UFIV2","2002-04-06 00:00:00","Thirty Time","15.09",".550","9.69","7.98",".27","15.00","35",".09","250","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","Few","None","None","No","No","No","No","No","","","","","{2B3EA95D-0FB3-4380-B22A-7BEA47EC0F67}"
"145","","Tamara Elliot","","UFIV2","2002-04-06 00:00:00","Fifteen Time","15.13",".540","9.71","7.94",".26","25.00","43",".07","250","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","","","","","{68723542-478C-494C-8DC4-3584DDCD1A9E}"
"146","","Tamara Elliot","","UFIV2","2002-04-06 00:00:00","First Flush","15.13",".520","9.73","7.99",".25","23.00","18",".00","250","","","","","","","","","","","","","","","","","","","","","","","","","Moderate","None","None","None","None","No","No","No","No","No","","","","","{F254C35B-579D-43B3-A814-4F9E70830816}"
"147","","Mark Neuman","","UFIV2","2002-04-06 00:00:00","Background","15.07",".560","10.06","7.95",".27","6.00","0",".07","250","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","No","No","No","No","No","","","","","{53531087-B970-498B-A794-2953D5311B00}"
"148","","Mark Neuman","","LFMC2","2002-03-29 00:00:00","Background","22.61",".510","8.69","",".30","4.00","4",".07","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{A7F450DF-030D-48F9-83B1-80D596A1C082}"
"149","","Mark Neuman","","NEWT1","2002-03-29 00:00:00","Background","21.62",".490","9.61","",".30",".00","0",".02","425","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{B56CE79E-1648-4513-B5C1-7C6E2D4AFF8A}"
"150","","Mark Neuman","","UWRC1","2002-03-29 00:00:00","Background","19.49",".610","8.54","",".40","7.00","27",".06","250","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{3DABF6BF-2C38-4F16-99BC-4E00EA6A6FAB}"
"181","","Cesar Cavazos","","CEDR1","2004-05-11 00:00:00","60 Time","22.80",".450","7.01","7.74",".30","90.00","95",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","","","","","{655EE561-1F9A-42EA-8692-DEDAD4F57ABF}"
"182","","Cesar Cavazos","","CEDR1","2004-05-11 00:00:00","Zero Time","22.90",".400","7.13","7.75",".30","103.00","123",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","","","","","{46B1C2EE-93FC-4E61-B221-E53E03739C6A}"
"183","","Cesar Cavazos","","CEDR1","2004-04-29 00:00:00","60 Time","18.60",".310","7.38","7.70",".20","104.00","107",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","","","","","{DCB4DF82-CF94-46EE-A3E0-A7A1C21BD077}"
"184","","Cesar Cavazos","","CEDR1","2004-04-29 00:00:00","Fifteen Time","18.50",".310","7.40","7.71",".20","108.00","110",".01","150","","","","","","","","","","","","","","","","","","","","","","","","","Few","Few","Few","None","None","Yes","No","No","No","No","","","","","{7A29346C-8928-4FB6-A344-9C4E1704969F}"
"185","","Cesar Cavazos","","CEDR1","2004-04-29 00:00:00","Zero Time","18.40",".310","7.39","7.69",".20","109.00","112",".00","200","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","Few","None","None","No","No","No","No","No","","","","","{5C743824-EFF6-4614-A505-F10AFEA0E541}"
"186","","Cesar Cavazos","","LWRC1","2004-10-22 00:00:00","Thirty Time","23.50",".380","5.94","7.58",".20","93.00","91",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{33A49C4F-42AD-4C42-B430-354E2ECAD4C7}"
"187","","Cesar Cavazos","","UMWR1","2004-08-19 00:00:00","45 Time","25.75",".580","6.40","7.58",".40","101.00","74",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","Few","None","None","None","None","No","No","No","No","No","","","","","{453F72C2-874E-4C04-9660-F48B269E4546}"
"188","","Cesar Cavazos","","UMWR1","2004-08-19 00:00:00","First Flush","25.74",".950","5.92","7.62",".60","786.00","1067",".00","250","366.00",".11","2.35","","2.920","","26.900",".000","","","","","","","","","","","","","","","","","Moderate","Few","Few","None","None","No","No","No","No","No","",".110","","","{E26F39F1-DAB2-4B8B-BF0A-F2864760C61A}"
"189","","Cesar Cavazos","","UWRC1","2004-10-03 00:00:00","Thirty Time","20.10",".260","7.61","7.28",".20","180.00","210",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{A6894EE4-A465-4F7F-8836-6C06E6183841}"
"190","","Cesar Cavazos","","UWRC1","2004-10-03 00:00:00","First Flush","21.10",".320","7.34","7.34",".30","205.00","220",".00","150","35.10",".02","1.93","",".950","","4.390",".010","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","",".380","","","{45742588-4941-400E-A880-529D2E8EC1AB}"
"191","","Cesar Cavazos","","UBAC1","2004-02-29 00:00:00","Fifteen Time","24.43",".670","6.34","8.72",".40","43.00","42",".04","120","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{3506A4E1-1894-44B2-BE35-3198D2BC377F}"
"192","","Cesar Cavazos","","LBAC1","2004-04-10 00:00:00","Background","14.70",".560","8.88","7.75",".40","14.00","12",".00","200","25.50",".02",".36","",".070","",".260",".000","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","",".140","","","{9897E974-C216-4F11-BA60-B45A800692DD}"
"193","","Cesar Cavazos","","LBAC1","2004-04-10 00:00:00","Thirty Time","15.45",".560","8.59","7.80",".40","69.00","68",".01","150","","","","","","","","","","","","","","","","","","","","","","","","","None","None","None","None","None","No","No","No","No","No","","","","","{E86BDCB2-F6CD-4F95-9643-2DCF89E5CBB0}"
