"SAMPLING_EVENTS_ID","CUSTODY_NUMBER","SWM_SITE_ID","SWM_SITE_NUMBER","SITE_ADDITIONAL_DESCRIPTION","PROGRAM_CATEGORY","SAMPLE_TYPE","MATRIX_TYPE","SWM_WATERSHED","HUC_12_WATERSHED","HUC_12_WATERSHED_NAME","LOCATION_DESCRIPTION","COLLECT_DATE","COLLECT_TIME","SAMPLER_NAME","DATE_ANALYZED","LATITUDE","LONGITUDE","COMMENTS","APPROVED_BY","DATE_LAB_DATA_RECVD","RECORD_CREATED","APPROVED_DATE","NUMBER_OF_CONTAINERS","TURN_AROUND_TIME","SAMPLES_FOR_LAB","MODIFIED_BY","HUC_12_SUBNAME","EVENT_COMMENT","DUPLICATE","HABITAT_SCORE","HABITAT_FLAG","LABORATORY","STREAM_LOCATION","GBA_SN_ID","FLOW_SEVERITY","DAYS_SINCE_LAST_RAINFALL","INSTANTANEOUS_FLOW","OUTFALL_NUM","ROWID"
"253","20100603-PD-1","SEDA-1","","","Bioassessment","Grab","Water","SEDA","120301050108","Five Mile Creek-Trinity River","8000 Carbondale","2010-06-03 00:00:00","2010-06-03 08:22:00","pablo.davila","2010-06-03 00:00:00","","","","","","2010-06-03 00:00:00","","5","Normal","True","pablo.davila","Five Mile Creek-Trinity River - SEDAL","","","","","TTI","","","","","","","{7221B0D6-9391-40F6-8AF9-6507D968311C}"
"254","20100603-PD-2","CEDR-1","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","1900 E. 8th  St","2010-06-03 00:00:00","2010-06-03 09:52:00","pablo.davila","2010-06-03 00:00:00","","","","","","2010-06-03 00:00:00","","5","Normal","True","pablo.davila","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{DB9FE87F-17D2-41B2-B36E-ACF601E043DD}"
"255","20100603-PD-2_dup","CEDR-1","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","1900 E. 8th  St","2010-06-03 00:00:00","2010-06-03 09:56:00","pablo.davila","2010-06-03 00:00:00","","","","","","2010-06-03 00:00:00","","5","Normal","True","pablo.davila","Turtle Creek-Trinity River - CDRCK","","True","","","TTI","","","","","","","{572A24DC-AC62-43A2-B414-07CE73746099}"
"261","20100602-CN-1","NWDA-1","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","2300 W. Northwest Hwy","2010-06-02 00:00:00","2010-06-02 09:05:00","cathleen.nelson","2010-06-02 00:00:00","","","","","","2010-06-04 00:00:00","","5","Normal","True","","Bachman Branch-Elm Fork Trinity River - NWDAL","sampled upstream from site (original location too deep); sampling address on 6/2/10 is 2551 Lombardy Ln directly West of Lombardy Ln and Shady Trl intersection","","","","XENCO","","","","","","","{077D9382-6F81-4E3E-A262-F3915E06770C}"
"262","20100602-CN-2","cac-a","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","10700 luna rd","2010-06-02 00:00:00","2010-06-02 10:21:00","cathleen.nelson","2010-06-02 00:00:00","","","","paul.white","","2010-06-04 00:00:00","2010-11-18 00:00:00","5","Normal","True","paul.white","Bachman Branch-Elm Fork Trinity River - NWDAL","","","","","XENCO","","","","","","","{EA0A7CFA-0E22-4E0B-BCD1-B5D6CA729DAD}"
"263","20100602-CN-3","FARM-1","","","Bioassessment","Grab","Water","FARM","120301031005","Farmers Branch-Elm Fork Trinity River","11600 Luna Rd","2010-06-02 00:00:00","2010-06-02 11:15:00","cathleen.nelson","2010-06-02 00:00:00","","","","paul.white","","2010-06-04 00:00:00","2011-03-28 00:00:00","5","Normal","True","paul.white","Farmers Branch-Elm Fork Trinity River - FRMBR","","","","","XENCO","","","","","","","{16E45954-BE5E-4EB2-AD53-B3896C510F2C}"
"281","20100608-PD-1","fiv-b","","","Bioassessment","Grab","Water","LFMC","120301050108","Five Mile Creek-Trinity River","5322 bonnie view rd","2010-06-08 00:00:00","2010-06-08 08:00:00","pablo.davila","2010-06-08 00:00:00","","","","","","2010-06-08 00:00:00","","5","Normal","True","pablo.davila","Five Mile Creek-Trinity River - LOFMC","","","","","TTI","","","","","","","{6A8BAD5A-597E-46AF-A1DE-A70FAFE2D2B3}"
"282","20100608-PD-2","fiv-a","","","Bioassessment","Grab","Water","LFMC","120301050108","Five Mile Creek-Trinity River","9915 s central expwy","2010-06-08 00:00:00","2010-06-08 09:17:00","pablo.davila","2010-06-08 00:00:00","","","","","","2010-06-08 00:00:00","","5","Normal","True","pablo.davila","Five Mile Creek-Trinity River - LOFMC","","","","","TTI","","","","","","","{87A688ED-6C67-4A8A-BA06-820C80E468EA}"
"283","20100608-PD-3","smc-a","","","Bioassessment","Grab","Water","USME","120301060504","South Mesquite Creek","371 E Bruton Rd. (Hodges Park)","2010-06-08 00:00:00","2010-06-08 11:03:00","pablo.davila","2010-06-08 00:00:00","","","","","","2010-06-08 00:00:00","","5","Normal","True","pablo.davila","South Mesquite Creek","","","","","TTI","","","","","","","{47EF4245-9F22-429A-9346-F5C080B1452D}"
"284","20100608-PD-4","dix-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","900 peavy rd","2010-06-08 00:00:00","2010-06-08 00:16:00","pablo.davila","2010-06-08 00:00:00","","","","","","2010-06-08 00:00:00","","5","Normal","True","andrew.morgan","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{D8082729-81F5-469C-890E-954C19E01AEA}"
"285","20100608-CN-1","kni-a","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","1715 inwood rd","2010-06-08 00:00:00","2010-06-08 08:14:00","cathleen.nelson","2010-06-08 00:00:00","","","","paul.white","","2010-06-08 00:00:00","2010-11-18 00:00:00","5","Normal","True","paul.white","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{91AB3FCE-6DAA-4ECB-825B-DF7E1236200A}"
"286","20100608-CN-2","ceb-b","","","Bioassessment","Grab","Water","DAEB","120301050101","Headwaters Turtle Creek","260 E Clarendon","2010-06-08 00:00:00","2010-06-08 09:17:00","cathleen.nelson","2010-06-08 00:00:00","","","","paul.white","","2010-06-08 00:00:00","2011-03-28 00:00:00","5","Normal","True","paul.white","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{BE2776A7-300D-442A-A6E2-9A202EDF60FA}"
"287","20100608-CN-3","bab-b","","","Bioassessment","Grab","Water","LBAC","120301031007","Bachman Branch-Elm Fork Trinity River","9100 midway rd","2010-06-08 00:00:00","2010-06-08 10:34:00","cathleen.nelson","2010-06-08 00:00:00","","","","paul.white","","2010-06-08 00:00:00","2011-03-28 00:00:00","5","Normal","True","paul.white","Bachman Branch-Elm Fork Trinity River - LOBCK","","","","","TTI","","","","","","","{D2136878-42CE-47AB-80F8-7CC9939A4B60}"
"288","20100608-CN-4","mck-c","","","Bioassessment","Grab","Water","UMWR","120301050104","Floyd Branch-White Rock Creek","6700 frankford rd","2010-06-08 00:00:00","2010-06-08 13:30:00","cathleen.nelson","2010-06-08 00:00:00","","","","paul.white","","2010-06-08 00:00:00","2011-03-28 00:00:00","5","Normal","True","paul.white","Floyd Branch-White Rock Creek","","","","","TTI","","","","","","","{42778423-9F8F-4D9A-A343-732E2BE640D9}"
"289","20100329-PD-1","dan-a","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","10430 bickham rd","2010-03-29 00:00:00","2010-03-29 10:35:00","pablo.davila","2010-03-29 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","paul.white","Bachman Branch-Elm Fork Trinity River - NWDAL","","","","","XENCO","","","","","","","{38EE99DA-DA13-4527-9FAB-80202CCEDBD5}"
"290","20100329-PD-2","NWD-5","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","10600 Brockbank Drive","2010-03-29 00:00:00","2010-03-29 09:23:00","pablo.davila","2010-03-29 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - NWDAL","","","","","XENCO","","","","","","","{B3285094-6C87-4BF0-B9C5-0B4530BEEE35}"
"291","20100330-PD-1","fiv-c","","","Bioassessment","Grab","Water","UFIV","120301050108","Five Mile Creek-Trinity River","5300 s lancaster rd","2010-03-30 00:00:00","2010-03-30 08:52:00","pablo.davila","2010-03-30 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - LOFMC","","","","","XENCO","","","","","","","{0A3C4D1B-1161-43B7-92B8-0D9C9E51B7D8}"
"292","20100330-PD-2","ric-b","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2010-03-30 00:00:00","2010-03-30 09:56:00","pablo.davila","2010-03-30 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{1DBD3842-892C-4888-84C1-0BA0BFCE5517}"
"293","20100330-PD-3","woo-a","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","829 w redbird ln","2010-03-30 00:00:00","2010-03-30 10:24:00","pablo.davila","2010-03-30 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{03523DDF-2EF9-4FAD-BC9B-16173CE38B7E}"
"294","20100330-PD-4","cro-a","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","2306 five mile pkwy","2010-03-30 00:00:00","2010-03-30 10:45:00","pablo.davila","2010-03-30 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{C6E4AE5D-985C-419C-A204-9A33849B95FD}"
"295","20100330-PD-5","fiv-e","","","Bioassessment","Grab","Water","UFIV","120301050107","Headwaters  Fivemile Creek","3500 Walton Walker Blvd","2010-03-30 00:00:00","2010-03-30 11:25:00","pablo.davila","2010-03-30 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","XENCO","","","","","","","{4A6135C6-CF2E-4403-96CA-E55F306CF5BB}"
"296","20100519-PD-2","rib-a","","","Bioassessment","Grab","Water","NWDA","120301031007","Bachman Branch-Elm Fork Trinity River","2131 joe field rd","2010-05-19 00:00:00","2010-05-19 09:44:00","pablo.davila","2010-05-19 00:00:00","","","","","","2010-06-09 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - NWDAL","","","","","XENCO","","","","","","","{54529756-761E-4074-9B21-2CDE614C11DE}"
"301","20100526-PD-1","moc-a","","","Bioassessment","Grab","Water","LMOC","120301020706","Delaware Creek-West Fork Trinity River","6100 w jefferson blvd","2010-05-26 00:00:00","2010-05-26 09:30:00","pablo.davila","2010-05-26 00:00:00","","","","paul.white","","2010-06-10 00:00:00","2010-11-18 00:00:00","3","Normal","True","","Delaware Creek-West Fork Trinity River - LOMTC","Sampled by C. Nelson and L. Cantos, but entered by P. Davila.","","","","XENCO","","","","","","","{A9E8A9F0-5617-471F-A67E-9C797232F673}"
"302","20100526-PD-2","ten-a","","","Bioassessment","Grab","Water","LTEN","120301050202","Deep Branch-Tenmile Creek","Exit 267 I-45 FWY @ Malloy Bridge","2010-05-26 00:00:00","2010-05-26 11:24:00","pablo.davila","2010-05-26 00:00:00","","","","","","2010-06-10 00:00:00","","3","Normal","True","","Deep Branch-Tenmile Creek","Sampled by C. Nelson and L. Cantos, but entered by P. Davila.","","","","XENCO","","","","","","","{407AC0F3-7631-4EF2-9B0A-FBA4193AC0D8}"
"361","20100707-PD-1","par-a","","","Bioassessment","Grab","Water","PARS","0","0","1700 malloy bridge rd","2010-07-07 00:00:00","2010-07-07 09:20:00","pablo.davila","2010-07-07 00:00:00","","","","","","2010-07-07 00:00:00","","3","Normal","True","pablo.davila","","","","","","XENCO","","","","","","","{15AFC037-CF8B-4A46-B389-AC71AF83DA4A}"
"362","20100707-PD-2","ATEN-1","","","Bioassessment","Grab","Water","ATEN","120301050204","Hickory Creek-Parsons Slough","3000 Jordan Valley","2010-07-07 00:00:00","2010-07-07 10:31:00","pablo.davila","2010-07-07 00:00:00","","","","","","2010-07-07 00:00:00","","3","Normal","True","pablo.davila","Hickory Creek-Parsons Slough","","","","","XENCO","","","","","","","{92A6F7C8-36C5-4415-87FA-3E6DF234B7EC}"
"363","20100707-PD-3","hic-d","","","Bioassessment","Grab","Water","PARS","120301050204","Hickory Creek-Parsons Slough","12201 CF Hawn Fwy","2010-07-07 00:00:00","2010-07-07 11:16:00","pablo.davila","2010-07-07 00:00:00","","","","","","2010-07-07 00:00:00","","3","Normal","True","pablo.davila","Hickory Creek-Parsons Slough","","","","","XENCO","","","","","","","{E03233F2-BB84-4B3D-B37F-AB2DCD91D33E}"
"367","20100708-PD-1","SDAL-1","","","Bioassessment","Grab","Water","SDAL","120301050108","Five Mile Creek-Trinity River","3700 Overton","2010-07-08 00:00:00","2010-07-08 08:55:00","pablo.davila","2010-07-08 00:00:00","","","","","","2010-07-08 00:00:00","","3","Normal","True","pablo.davila","Five Mile Creek-Trinity River - SODAL","","","","","XENCO","","","","","","","{55E1B8FC-45CC-466F-8AA0-25FACBAC28CA}"
"368","20100708-PD-2","ela-a","","","Bioassessment","Grab","Water","ELAM","120301050108","Five Mile Creek-Trinity River","7306 Gayglen Dr","2010-07-08 00:00:00","2010-07-08 10:07:00","pablo.davila","2010-07-08 00:00:00","","","","","","2010-07-08 00:00:00","","3","Normal","True","pablo.davila","Five Mile Creek-Trinity River - ELAMC","","","","","XENCO","","","","","","","{04AD489D-45D4-4F18-9999-F1195E15A90C}"
"382","20100713-PD-1","lac-a","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","826 blaylock dr","2010-07-13 00:00:00","2010-07-13 08:26:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","Turtle Creek-Trinity River - DALWB","","","","","XENCO","","","","","","","{9879DA10-32CF-4147-90B8-B3E1027BCAD1}"
"383","20100713-PD-2","lac-b","","","Bioassessment","Grab","Water","DAWB","120301050102","Turtle Creek-Trinity River","222 E 5th st","2010-07-13 00:00:00","2010-07-13 09:00:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","Turtle Creek-Trinity River - DALWB","","","","","XENCO","","","","","","","{130A1FC5-5D7D-4416-B959-F956D766355A}"
"384","20100713-PD-3","cec-b","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","200 Clarendon (Cumberland intersection)","2010-07-13 00:00:00","2010-07-13 10:05:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","Turtle Creek-Trinity River - CDRCK","","","","","XENCO","","","","","","","{176EE00E-992A-4555-A922-0F033E89B822}"
"385","20100713-PD-4","cec-a","","","Bioassessment","Grab","Water","CEDR","120301050102","Turtle Creek-Trinity River","208 moore st","2010-07-13 00:00:00","2010-07-13 10:43:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","Turtle Creek-Trinity River - CDRCK","","","","","XENCO","","","","","","","{2887370D-FB4D-45CE-A929-5921156F6736}"
"386","20100713-PD-5","whc-a","","","Bioassessment","Grab","Water","LWRC","120301050106","City of Dallas-White Rock Creek","5055 Scyene Road","2010-07-13 00:00:00","2010-07-13 11:31:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{FB484FA1-A936-452F-AA79-739173E7C478}"
"387","20100713-PD-5_dup","whc-a","","","Bioassessment","Grab","Water","LWRC","120301050106","City of Dallas-White Rock Creek","5055 Scyene Road","2010-07-13 00:00:00","2010-07-13 11:34:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","City of Dallas-White Rock Creek","","True","","","XENCO","","","","","","","{C9506BF0-CB18-4A20-8F52-5E13A6EB06E0}"
"388","20100713-PD-6","DALW-3","","","Bioassessment","Grab","Water","DALW","120301050106","City of Dallas-White Rock Creek","3000 Hatcher","2010-07-13 00:00:00","2010-07-13 12:04:00","pablo.davila","2010-07-13 00:00:00","","","","","","2010-07-13 00:00:00","","3","Normal","True","pablo.davila","City of Dallas-White Rock Creek","","","","","XENCO","","","","","","","{5DAB4C9D-184C-438E-97A6-4993E8BD4772}"
"401","20100714-PD-1","lon-b","","","Bioassessment","Grab","Water","UDUC","120301060501","Duck Creek","3263 weathervane ln","2010-07-14 00:00:00","2010-07-14 08:25:00","pablo.davila","2010-07-14 00:00:00","","","","","","2010-07-14 00:00:00","","3","Normal","True","pablo.davila","Duck Creek","","","","","XENCO","","","","","","","{7A699026-4702-46D7-9A09-A6BFBC7F1B76}"
"402","20100714-PD-2","spc-a","","","Bioassessment","Grab","Water","SPRC","120301060407","Pittman Creek-Spring Creek","41000 190 frwy","2010-07-14 00:00:00","2010-07-14 09:31:00","pablo.davila","2010-07-14 00:00:00","","","","","","2010-07-14 00:00:00","","3","Normal","True","pablo.davila","Pittman Creek-Spring Creek","","","","","XENCO","","","","","","","{79A126F8-AF15-4A3F-A35E-428F3A6804F8}"
"403","20100714-PD-3","mcc-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","3605 w lawther rd","2010-07-14 00:00:00","2010-07-14 10:34:00","pablo.davila","2010-07-14 00:00:00","","","","","","2010-07-14 00:00:00","","3","Normal","True","pablo.davila","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{AAB6E0F9-04B4-4BAC-BB83-BDC2C1D56E8F}"
"404","20100714-PD-4","wil-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","3800 branchfield dr","2010-07-14 00:00:00","2010-07-14 10:52:00","pablo.davila","2010-07-14 00:00:00","","","","","","2010-07-14 00:00:00","","3","Normal","True","pablo.davila","White Rock Creek-White Rock Lake","","","","","XENCO","","","","","","","{792598A1-7BD9-409B-BC62-73EEFFBE39C8}"
"406","20100715-CN-1","fur-a","","","Bioassessment","Grab","Water","EFDC","120301031003","Indian Creek-Elm Fork Trinity River","2600 broadway st","2010-07-15 00:00:00","2010-07-15 08:49:00","cathleen.nelson","2010-07-15 00:00:00","","","TTI analyzing bacteria","","","2010-07-15 00:00:00","","4","Normal","True","pablo.davila","Indian Creek-Elm Fork Trinity River","TTI analyzing bacteria","","","","TTI","","","","","","","{2DEBBA91-D049-46D4-AE39-0994F0BC9905}"
"407","20100715-CN-2","fur-b","","","Bioassessment","Grab","Water","EFDC","120301031003","Indian Creek-Elm Fork Trinity River","2700 old denton dr","2010-07-15 00:00:00","2010-07-15 09:19:00","cathleen.nelson","2010-07-15 00:00:00","","","TTI analyzing bacteria","","","2010-07-15 00:00:00","","4","Normal","True","pablo.davila","Indian Creek-Elm Fork Trinity River","TTI analyzing bacteria","","","","TTI","","","","","","","{834D6ACE-4778-47E9-AABF-F3F6CF34CE57}"
"408","20100715-CN-3","HUTT-1","","","Bioassessment","Grab","Water","HUTT","120301031004","Grapevine Creek-Elm Fork Trinity River","1800 Luna Rd","2010-07-15 00:00:00","2010-07-15 09:52:00","cathleen.nelson","2010-07-15 00:00:00","","","TTI analyzing bacteria","","","2010-07-15 00:00:00","","4","Normal","True","pablo.davila","Grapevine Creek-Elm Fork Trinity River - HUTBR","TTI analyzing bacteria","","","","TTI","","","","","","","{DC0AB085-1B58-4227-BB79-1AC1F3D994A1}"
"409","20100715-CN-4","UWRC-1","","","Bioassessment","Grab","Water","UWRC","120301050103","Headwaters White Rock Creek","5900 Kelly Springs","2010-07-15 00:00:00","2010-07-15 11:02:00","cathleen.nelson","2010-07-15 00:00:00","","","TTI analyzing bacteria","","","2010-07-15 00:00:00","","4","Normal","True","pablo.davila","Headwaters White Rock Creek","TTI analyzing bacteria","","","","TTI","","","","","","","{7577EFC1-3F03-4F35-AA91-F89AD747B459}"
"410","20100715-CN-5","jac-a","","","Bioassessment","Grab","Water","WRDM","120301050105","White Rock Creek-White Rock Lake","6910 Skillman","2010-07-15 00:00:00","2010-07-15 11:38:00","cathleen.nelson","2010-07-15 00:00:00","","","TTI analyzing bacteria","","","2010-07-15 00:00:00","","4","Normal","True","pablo.davila","White Rock Creek-White Rock Lake","TTI analyzing bacteria","","","","TTI","","","","","","","{725DE228-40A2-406E-B185-10DC2A95DE7F}"
"421","20100719-PD-1","ten-d","","","Bioassessment","Grab","Water","UTEN","120301050201","Headwaters Tenmile Creek","1304 westmoreland rd","2010-07-19 00:00:00","2010-07-19 09:45:00","pablo.davila","2010-07-19 00:00:00","","","","","","2010-07-19 00:00:00","","6","Normal","True","pablo.davila","Headwaters Tenmile Creek","","","","","TTI","","","","","","","{5097BC55-63C3-4FC8-9748-61EAB7D719D8}"
