"DW_OUTFALL_INSPECT_ID","EMPLOYEE_ID","EMPLOYEE_NAME","EMPLOYEE2_ID","EMPLOYEE2_NAME","INSPECTION_TIME","INSPECTION_DATE","GPS_NORTH","GPS_WEST","WATERSHED_CODE","STREAM_ID","STREAM_NAME","SWQ_ID","LOCATOR_MAP_GRID","OUTFALL_NODE_NUMBER","OUTFALL_ACCESS","OUTFALL_FLOW","OIL_SHEEN","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","OTHER_ODOR","SAMPLE_COLLECTED","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOTAL_DISSOLVED_SOLID","ORP","TURBIDITY","TOTAL_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL_COUNT","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SENT_LAB_SAMPLE","COMMENTS","CREATE_DATE","RE-INSPECTION","NODE_NOT_OUTFALL","OUTFALL_IS_FLUME","NODE_AN_OUTFALL","NITRATE_NITRITE","E_COLI","ROWID"
"87","","Carlton Eurey","","Bonnie Brewster","1899-12-30 12:33:00","2004-10-20 00:00:00","32.91349","96.71327","WRDM","","Jackson Branch","302260","206","63","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{CF02F4BA-2D16-42A7-A429-CE0DB070D937}"
"88","","Carlton Eurey","","Bonnie Brewster","1899-12-30 12:26:00","2004-10-20 00:00:00","32.91451","96.71204","WRDM","","Jackson Branch","302263","206","66","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{54654CE2-6CAA-4D1E-A3A0-0D25FFA02497}"
"89","","Carlton Eurey","","Bonnie Brewster","1899-12-30 12:20:00","2004-10-20 00:00:00","32.91667","96.71152","WRDM","","Jackson Branch","302254","206","57","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{6AE9CAE9-4278-497D-B05F-5FB4213D4948}"
"90","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:47:00","2004-10-21 00:00:00","32.90565","96.72057","WRDM","","Jackson Branch","","206","9002","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F02599A0-9F3C-4653-8A10-9594F58B8780}"
"91","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:20:00","2004-10-21 00:00:00","32.90496","96.72094","WRDM","","Jackson Branch","302536","206","343","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8B6C4E86-E72F-45EB-B6F0-E45D114F7867}"
"92","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:14:00","2004-10-21 00:00:00","32.90558","96.72054","WRDM","","Jackson Branch","302521","206","328","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{876B347F-79B2-49B4-881E-57C1A0DF649D}"
"93","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:08:00","2004-10-21 00:00:00","32.90710","96.71994","WRDM","","Jackson Branch","302518","206","324","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{02D230D5-FE32-4801-9B37-59653E1310C1}"
"94","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:07:00","2004-10-21 00:00:00","32.90779","96.72003","WRDM","","Jackson Branch","302519","206","326","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{DEC53C9C-14E9-4689-8A71-56A3F4DFEB32}"
"95","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:46:00","2004-10-21 00:00:00","32.90804","96.71903","WRDM","","Jackson Branch","302423","206","226","Accessible","Medium","No","No","No","No","No","Yes","","","","","","","","","","","","","","","","","","","","","","No","sample location10/21/04 10/21/04 ","","","","","","","","{2FDA790D-90DE-4B48-9C21-04F833E7180D}"
"96","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:40:00","2004-10-21 00:00:00","32.90836","96.71861","WRDM","","Jackson Branch","302571","206","380","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D168C365-AE4E-49A2-98D4-B4F774526568}"
"97","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:30:00","2004-10-21 00:00:00","32.90871","96.71762","WRDM","","Jackson Branch","302484","206","287","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{89448CFD-30E6-488D-AC83-130C56E12510}"
"98","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:29:00","2004-10-21 00:00:00","32.90848","96.71787","WRDM","","Jackson Branch","302496","206","299","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{4074E57D-1D59-471C-B50B-C34D4234B68C}"
"99","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:11:00","2004-10-21 00:00:00","32.91196","96.71795","WRDM","","Jackson Branch","302409","206","212","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{EAB42A67-242D-4EA7-8541-F60783D42B10}"
"100","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:10:00","2004-10-21 00:00:00","32.91201","96.71799","WRDM","","Jackson Branch","302408","206","211","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{0ABB40BE-E6E3-45D4-88CB-85B4C7C0FD7D}"
"101","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:07:00","2004-10-21 00:00:00","32.91202","96.71812","WRDM","","Jackson Branch","","206","9001","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C27E1E59-F8CA-4575-9C0B-C8064037847A}"
"102","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:04:00","2004-10-21 00:00:00","32.91544","96.71730","WRDM","","Jackson Branch","302374","206","177","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{FDB3C48B-0F18-488D-AF9A-B62B026B88C9}"
"103","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:28:00","2004-11-09 00:00:00","32.82051","96.88976","DAEB","","Elm Fork of Trinity River","","452","9007","","","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{554611D9-3A6A-418C-A6E9-179EAD25D5F1}"
"104","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:27:00","2004-11-09 00:00:00","32.81757","96.88581","DAEB","","Elm Fork of Trinity River","311518","452","177","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{B822A915-8A82-4B8C-9C54-C1CC6CF2FAFA}"
"105","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:26:00","2004-11-09 00:00:00","32.81625","6.88352","DAEB","","Elm Fork of Trinity River","311525","452","153","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{605F7CDE-5568-42D1-8AA7-3100D4C5D203}"
"106","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:24:00","2004-11-09 00:00:00","32.81628","96.88369","DAEB","","Elm Fork of Trinity River","311523","452","155","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8FB1665E-7135-41C3-97AA-3CF8156A944D}"
"107","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:22:00","2004-11-09 00:00:00","32.80623","96.88343","DAEB","","Elm Fork of Trinity River","311529","452","232","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{6C516F84-DA1E-44A7-A022-D94CA74963BA}"
"108","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:19:00","2004-11-09 00:00:00","32.81631","96.88345","DAEB","","Elm Fork of Trinity River","311524","452","154","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{298FB8C8-42BB-42D0-8ABF-ACD17351BBA2}"
"109","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:17:00","2004-11-09 00:00:00","32.81647","96.88340","DAEB","","Elm Fork of Trinity River","311520","452","158","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{CEB28E01-4E50-4645-A4A8-C202C0670C2F}"
"110","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:15:00","2004-11-09 00:00:00","32.81639","96.88360","DAEB","","Elm Fork of Trinity River","311519","452","159","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{93AB7E9D-D212-4E09-A25C-AAC925561D07}"
"111","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:11:00","2004-11-09 00:00:00","32.81746","96.88591","DAEB","","Elm Fork of Trinity River","","452","0","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{E6348943-A0ED-401F-84E2-25A189954EC5}"
"112","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:07:00","2004-11-09 00:00:00","32.81839","96.88676","DAWB","","Elm Fork of Trinity River","311509","452","266","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{BA01CF48-22FF-4C81-8FA0-93205214EC29}"
"113","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:06:00","2004-11-09 00:00:00","32.81845","96.88670","DAEB","","Elm Fork of Trinity River","311509","452","266","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{BEA1A9A1-78DE-44BF-BF2F-E69A79432110}"
"114","","Bonnie Brewster","","Carlton Eurey","1899-12-30 13:02:00","2004-11-09 00:00:00","32.81839","96.88676","DAEB","","Elm Fork of Trinity River","311513","452","250","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8C341E9A-340A-4976-B0A0-787CDF14F94D}"
"115","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:59:00","2004-11-09 00:00:00","32.81840","96.98676","DAEB","","Elm Fork of Trinity River","311508","452","271","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{1D296A7E-B897-43B0-A964-887ACCF55D9E}"
"116","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:49:00","2004-11-09 00:00:00","32.89032","96.88970","DAEB","","Elm Fork of Trinity River","","452","9006","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{ECA5EA8B-660C-457F-8DC1-FC17BFD89A77}"
"117","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:30:00","2004-11-09 00:00:00","32.81947","96.89826","DAEB","","Elm Fork of Trinity River","","452","9004","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{94E23731-6E1A-404E-B600-42C2FC097FC5}"
"118","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:29:00","2004-11-09 00:00:00","32.81945","96.89828","DAEB","","Elm Fork of Trinity River","","452","9003","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{2435E64E-DDB0-4EF3-96CB-A244B6B00E6C}"
"119","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:27:00","2004-11-09 00:00:00","32.81946","96.89829","DAEB","","Elm Fork of Trinity River","311410","452","280","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{032283C1-65EC-40D1-B7DF-1F296C7DF2E1}"
"120","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:07:00","2004-11-09 00:00:00","32.81844","96.89959","DAEB","","Elm Fork of Trinity River","311346","452","200","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{B50B0476-978D-4BF5-B4D1-6F510617127D}"
"121","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:05:00","2004-11-09 00:00:00","32.81836","96.89955","DAEB","","Elm Fork of Trinity River","","452","9001","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8C03A3A0-056E-46AC-B655-413502FC9645}"
"122","","Bonnie Brewster","","Carlton Eurey","1899-12-30 12:00:00","2004-11-09 00:00:00","32.81819","96.89951","DAEB","","Elm Fork of Trinity River","","452","9000","Accessible","Standing Water","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7E331204-2DBD-46A4-A6FD-4EFC83537923}"
"123","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:35:00","2004-11-07 00:00:00","32.87212","96.69395","WRDM","","Dixon Branch","661871","315","164","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{508DFB49-7CE9-4B5D-BB6D-31D798EC1970}"
"124","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:33:00","2004-11-07 00:00:00","32.87217","96.69386","WRDM","","Dixon Branch","661868","315","161","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{036E7A03-19C5-4937-83B8-F1F697A65236}"
"125","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:31:00","2004-11-07 00:00:00","32.87200","96.69376","WRDM","","Dixon Branch","661872","315","163","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{BCA6D89F-F473-4301-9A82-19654CDCF07E}"
"126","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:28:00","2004-11-07 00:00:00","32.86190","96.70561","WRDM","","Dixon Branch","662042","315","248","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C5729D79-1CC1-41AD-AB21-596504829770}"
"127","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:26:00","2004-11-07 00:00:00","32.86191","96.70562","WRDM","","Dixon Branch","662046","315","244","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{A2F05E16-CB25-4F3A-B189-4B15F4B8A839}"
"128","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:24:00","2004-11-07 00:00:00","32.86288","96.70555","WRDM","","Dixon Branch","657133","315","1160","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{7693400A-A804-400A-A3D3-89C5B6CCD81E}"
"129","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:17:00","2004-11-07 00:00:00","32.86264","96.70094","WRDM","","Dixon Branch","661884","315","189","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{D673EBAC-636D-4E47-A246-30C0086B77AB}"
"130","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:15:00","2004-11-07 00:00:00","32.86268","96.70058","WRDM","","Dixon Branch","661883","315","181","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{003092CA-1A7A-4350-B6D5-97A979FB44B4}"
"131","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:13:00","2004-11-07 00:00:00","32.86428","96.69907","WRDM","","Dixon Branch","","315","9400","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{BD23E62F-9AAA-45F6-92E4-BF6A5EE2AE62}"
"132","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:11:00","2004-11-07 00:00:00","32.86432","96.69904","WRDM","","Dixon Branch","","315","9300","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C35B71D1-896D-4401-B2F7-0BFBF4AA49E5}"
"133","","Bonnie Brewster","","Carlton Eurey","1899-12-30 11:06:00","2004-11-07 00:00:00","32.86419","96.69913","WRDM","","Dixon Branch","","315","9200","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{8A4D36AC-5814-445B-BF4F-F16AB7F7411B}"
"134","","Bonnie Brewster","","Carlton Eurey","1899-12-30 10:46:00","2004-11-07 00:00:00","32.86443","96.69899","WRDM","","Dixon Branch","","315","9100","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{361AB8E4-D8E9-4BC6-84DE-28E0250E4460}"
"135","","Bonnie Brewster","","Carlton Eurey","1899-12-30 10:44:00","2004-11-07 00:00:00","32.86419","96.69913","WRDM","","Dixon Branch","","315","9001","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{C842F77F-6ABC-450B-B56B-98C4A1AC0FE7}"
"136","","Bonnie Brewster","","Carlton Eurey","1899-12-30 10:41:00","2004-11-07 00:00:00","32.86451","96.69929","WRDM","","Dixon Branch","","315","9000","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{F51A23CC-2962-4F14-A98B-2732F02130E4}"
"137","","Bonnie Brewster","","Carlton Eurey","1899-12-30 10:38:00","2004-11-07 00:00:00","32.86872","96.89928","WRDM","","Dixon Branch","660836","315","132","Accessible","None","No","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","{0939F3F3-64C8-4E21-9A35-AFCE1FFE1ABF}"
